kind,identifier,detail
name_variant_between_exchanges,INE212I01016,S. P. Apparels Limited | S.P. Apparels Ltd
name_variant_between_exchanges,INE572J01011,Spandana Sphoorty Financial Limited | Spandana Sphoorty Financial Ltd
name_variant_between_exchanges,INE232I01014,Sun Pharma Advanced Research Company Limited | Sun Pharma Advanced Research Company Ltd
name_variant_between_exchanges,INE247M01014,Speciality Restaurants Limited | Speciality Restaurants Ltd
name_variant_between_exchanges,INE01EO01010,Spectrum Electrical Industries Limited | Spectrum Electrical Industries Ltd
name_variant_between_exchanges,INE252A01019,SPEL Semiconductor Limited | SPEL Semiconductor Ltd
name_variant_between_exchanges,INE020801028,Spencer's Retail Limited | Spencers Retail Ltd
name_variant_between_exchanges,INE147A01011,Southern Petrochemicals Industries Corporation  Limited | Southern Petrochemicals Industries Corporation Ltd
name_variant_between_exchanges,INE978G01016,SPL Industries Limited | SPL Industries Ltd
name_variant_between_exchanges,INE663A01033,Supreme Petrochem Limited | Supreme Petrochem Ltd
name_variant_between_exchanges,INE937A01023,SPML Infra Limited | SPML Infra Ltd
name_variant_between_exchanges,INE885H01029,Sportking India Limited | Sportking India Ltd
name_variant_between_exchanges,INE01NE01012,Shankar Lal Rampal Dye-Chem Limited | Shankar Lal Rampal Dye-Chem Ltd
name_variant_between_exchanges,INE099F01013,Sreeleathers Limited | Sreeleathers Ltd
name_variant_between_exchanges,INE647A01010,SRF Limited | SRF Ltd
name_variant_between_exchanges,INE559N01010,SRG Housing Finance Limited | SRG Housing Finance Ltd
name_variant_between_exchanges,INE917H01012,Sree Rayalaseema Hi-Strength Hypo Limited | Sree Rayalaseema Hi-Strength Hypo Ltd
name_variant_between_exchanges,INE009C01019,Sri KPR Industries Limited | Sri KPR Industries Ltd
name_variant_between_exchanges,INE0R6Z01013,SRM Contractors Limited | SRM Contractors Ltd
name_variant_between_exchanges,INE19GK01015,Shree Ram Twistex Limited | Shree Ram Twistex Ltd
name_variant_between_exchanges,INE0PQ101010,Saraswati Saree Depot Limited | Saraswati Saree Depot Ltd
name_variant_between_exchanges,INE802C01033,Steel Strips Wheels Limited | Steel Strips Wheels Ltd
name_variant_between_exchanges,INE0RYC01010,Stallion India Fluorochemicals Limited | Stallion India Fluorochemicals Ltd
name_variant_between_exchanges,INE01A001028,Stanley Lifestyles Limited | Stanley Lifestyles Ltd
name_variant_between_exchanges,INE939A01011,Strides Pharma Science Limited | Strides Pharma Science Ltd
name_variant_between_exchanges,INE460H01021,Star Cement Limited | Star Cement Ltd
name_variant_between_exchanges,INE575P01011,Star Health and Allied Insurance Company Limited | Star Health and Allied Insurance Company Ltd
name_variant_between_exchanges,INE733A01018,Star Paper Mills Limited | Star Paper Mills Ltd
name_variant_between_exchanges,INE992I01013,Starteck Finance Limited | Starteck Finance Ltd
name_variant_between_exchanges,INE655A01013,State Trading Corporation of India Ltd | The State Trading Corporation of India Limited
name_variant_between_exchanges,INE124E01038,Steelcast Limited | Steelcast Ltd
name_variant_between_exchanges,INE503B01021,STEEL EXCHANGE INDIA LIMITED | Steel Exchange India Ltd
name_variant_between_exchanges,INE577L01016,STEL Holdings Ltd | Stel Holdings Limited
name_variant_between_exchanges,INE334A01023,Sterling Tools Limited | Sterling Tools Ltd
name_variant_between_exchanges,INE1VXE01018,STL Networks Limited | STL Networks Ltd
name_variant_between_exchanges,INE205F01016,Steel Strips Infrastructures Limited | Steel Strips Infrastructures Ltd
name_variant_between_exchanges,INE089C01029,Sterlite Technologies Limited | Sterlite Technologies Ltd
name_variant_between_exchanges,INE00IN01015,Stove Kraft Limited | Stove Kraft Ltd
name_variant_between_exchanges,INE00Q601028,Studds Accessories Limited | Studds Accessories Ltd
name_variant_between_exchanges,INE04VU01023,Seshaasai Technologies Limited | Seshaasai Technologies Ltd
name_variant_between_exchanges,INE239C01020,Stylam Industries Limited | Stylam Industries Ltd
name_variant_between_exchanges,INE01FR01028,Baazar Style Retail Limited | Baazar Style Retail Ltd
name_variant_between_exchanges,INE189B01011,Styrenix Performance Materials Limited | Styrenix Performance Materials Ltd
name_variant_between_exchanges,INE754A01055,Subex Limited | Subex Ltd
name_variant_between_exchanges,INE287B01021,Subros Limited | Subros Ltd
name_variant_between_exchanges,INE492A01029,Sudarshan Colorants India Limited | Sudarshan Colorants India Ltd
name_variant_between_exchanges,INE659A01023,Sudarshan Chemical Industries Limited | Sudarshan Chemical Industries Ltd
name_variant_between_exchanges,INE0QPI01025,Sudeep Pharma Limited | Sudeep Pharma Ltd
name_variant_between_exchanges,INE450E01029,Sukhjit Starch & Chemicals Limited | Sukhjit Starch & Chemicals Ltd
name_variant_between_exchanges,INE142Q01026,Sula Vineyards Limited | Sula Vineyards Ltd
name_variant_between_exchanges,INE886B01012,Sumedha Fiscal Services Limited | Sumedha Fiscal Services Ltd
name_variant_between_exchanges,INE235C01036,Sumeet Industries Limited | Sumeet Industries Ltd
name_variant_between_exchanges,INE258G01013,Sumitomo Chemical India Limited | Sumitomo Chemical India Ltd
name_variant_between_exchanges,INE519C01017,Summit Securities Limited | Summit Securities Ltd
name_variant_between_exchanges,INE0Q3R01026,Sundaram Clayton Limited | Sundaram-Clayton Ltd
name_variant_between_exchanges,INE108E01023,Sundaram Multi Pap Limited | Sundaram Multi Pap Ltd
name_variant_between_exchanges,INE660A01013,Sundaram Finance Limited | Sundaram Finance Ltd
name_variant_between_exchanges,INE073D01013,Sundaram Brake Linings Limited | Sundaram Brake Linings Ltd
name_variant_between_exchanges,INE387A01021,Sundram Fasteners Limited | Sundram Fasteners Ltd
name_variant_between_exchanges,INE209A01019,Sundrop Brands Limited | Sundrop Brands Ltd
name_variant_between_exchanges,INE947A01014,Sunflag Iron & Steel Company Ltd | Sunflag Iron And Steel Company Limited
name_variant_between_exchanges,INE671C01016,Sunil Healthcare Limited | Sunil Healthcare Ltd
name_variant_between_exchanges,INE044A01036,Sun Pharmaceutical Industries Limited | Sun Pharmaceutical Industries Ltd
name_variant_between_exchanges,INE671K01027,Sunrakshakk Industries India Limited | Sunrakshakk Industries India Ltd
name_variant_between_exchanges,INE199E01014,Sunshield Chemicals Limited | Sunshield Chemicals Ltd
name_variant_between_exchanges,INE1B3O01011,Sunshine Pictures Limited | Sunshine Pictures Ltd
name_variant_between_exchanges,INE805D01034,Sunteck Realty Limited | Sunteck Realty Ltd
name_variant_between_exchanges,INE424H01027,Sun TV Network Limited | Sun TV Network Ltd
name_variant_between_exchanges,INE712B01010,Superhouse Limited | Superhouse Ltd
name_variant_between_exchanges,INE662A01027,Super Spinning Mills Limited | Super Spinning Mills Ltd
name_variant_between_exchanges,INE399C01030,Suprajit Engineering Limited | Suprajit Engineering Ltd
name_variant_between_exchanges,INE822E01011,Supreme Holdings & Hospitality (India) Limited | Supreme Holdings & Hospitality (India) Ltd
name_variant_between_exchanges,INE195A01028,Supreme Industries Limited | Supreme Industries Ltd
name_variant_between_exchanges,INE550H01011,Supreme Infrastructure India Limited | Supreme Infrastructure India Ltd
name_variant_between_exchanges,INE07RO01027,Supriya Lifescience Limited | Supriya Lifescience Ltd
name_variant_between_exchanges,INE460D01038,Super Tannery Limited | Super Tannery Ltd
name_variant_between_exchanges,INE843S01025,Suraj Estate Developers Limited | Suraj Estate Developers Ltd
name_variant_between_exchanges,INE713C01016,Suraj Limited | Suraj Ltd
name_variant_between_exchanges,INE877V01027,Suraksha Diagnostic Limited | Suraksha Diagnostic Ltd
name_variant_between_exchanges,INE272L01022,Surana Solar Limited | Surana Solar Ltd
name_variant_between_exchanges,INE130B01031,Surana Telecom and Power Limited | Surana Telecom and Power Ltd
name_variant_between_exchanges,INE132C01027,Suryalata Spinning Mills Limited | Suryalata Spinning Mills Ltd
name_variant_between_exchanges,INE713B01026,Suryalakshmi Cotton Mills Limited | Suryalakshmi Cotton Mills Ltd
name_variant_between_exchanges,INE335A01020,Surya Roshni Limited | Surya Roshni Ltd
name_variant_between_exchanges,INE428Q01011,Suryoday Small Finance Bank Limited | Suryoday Small Finance Bank Ltd
name_variant_between_exchanges,INE645H01027,Sutlej Textiles and Industries Limited | Sutlej Textiles and Industries Ltd
name_variant_between_exchanges,INE495B01038,Suven Life Sciences Limited | Suven Life Sciences Ltd
name_variant_between_exchanges,INE018401013,Suvidhaa Infoserve Limited | Suvidhaa Infoserve Ltd
name_variant_between_exchanges,INE442P01014,Suyog Telematics Limited | Suyog Telematics Ltd
name_variant_between_exchanges,INE040H01021,Suzlon Energy Limited | Suzlon Energy Ltd
name_variant_between_exchanges,INE159L01013,S V Global Mill Limited | S V Global Mill Ltd
name_variant_between_exchanges,INE308E01029,SVP GLOBAL TEXTILES LIMITED | SVP Global Textiles Ltd
name_variant_between_exchanges,INE665A01038,SWAN CORP LIMITED | Swan Corp Ltd
name_variant_between_exchanges,INE542F01020,Swan Defence And Heavy Industries Ltd | Swan Defence and Heavy Industries Limited
name_variant_between_exchanges,INE0GMR01016,Swaraj Suiting Limited | Swaraj Suiting Ltd
name_variant_between_exchanges,INE277A01016,Swaraj Engines Limited | Swaraj Engines Ltd
name_variant_between_exchanges,INE967A01012,Swarnsarita Jewels India Limited | Swarnsarita Jewels India Ltd
name_variant_between_exchanges,INE409B01013,Swelect Energy Systems Limited | Swelect Energy Systems Ltd
name_variant_between_exchanges,INE00H001014,Swiggy Limited | Swiggy Ltd
name_variant_between_exchanges,INE010C01025,Swiss Military Consumer Goods Limited | Swiss Military Consumer Goods Ltd
name_variant_between_exchanges,INE00M201021,Sterling and Wilson Renewable Energy Limited | Sterling and Wilson Renewable Energy Ltd
name_variant_between_exchanges,INE899I01028,Symbiotec Pharmalab Limited | Symbiotec Pharmalab Ltd
name_variant_between_exchanges,INE225D01027,Symphony Limited | Symphony Ltd
name_variant_between_exchanges,INE312C01025,Syncom Formulations (India) Limited | Syncom Formulations India Ltd
name_variant_between_exchanges,INE398R01022,Syngene International Limited | Syngene International Ltd
name_variant_between_exchanges,INE0DYJ01015,Syrma SGS Technology Limited | Syrma SGS Technology Ltd
name_variant_between_exchanges,INE356B01024,Systematix Corporate Services Limited | Systematix Corporate Services Ltd
name_variant_between_exchanges,INE524T01011,TAAL Tech Ltd | Taal Tech Limited
name_variant_between_exchanges,INE123C01018,Tainwala Chemical and Plastic (I) Limited | Tainwala Chemicals and Plastics (India) Ltd
name_variant_between_exchanges,INE586B01026,Taj GVK Hotels & Resorts Limited | Taj Gvk Hotels & Resorts Ltd
name_variant_between_exchanges,INE142I01023,TAKE Limited | Take Ltd
name_variant_between_exchanges,INE187D01029,Talbros Automotive Components Limited | Talbros Automotive Components Ltd
name_variant_between_exchanges,INE864J01012,Tamboli Industries Limited | Tamboli Industries Ltd
name_variant_between_exchanges,INE692C01020,Taneja Aerospace & Aviation Limited | Taneja Aerospace & Aviation Ltd
name_variant_between_exchanges,INE483C01032,Tanla Platforms Limited | Tanla Platforms Ltd
name_variant_between_exchanges,INE747K01017,Tarapur Transformers Limited | Tarapur Transformers Ltd
name_variant_between_exchanges,INE0EK901012,TARC Limited | Tarc Ltd
name_variant_between_exchanges,INE763I01026,Transformers And Rectifiers (India) Limited | Transformers and Rectifiers (India) Ltd
name_variant_between_exchanges,INE924H01018,Tarmat Limited | Tarmat Ltd
name_variant_between_exchanges,INE144Z01023,Tarsons Products Limited | Tarsons Products Ltd
name_variant_between_exchanges,INE488B01017,Tasty Bite Eatables Limited | Tasty Bite Eatables Ltd
name_variant_between_exchanges,INE976I01016,Tata Capital Limited | Tata Capital Ltd
name_variant_between_exchanges,INE092A01019,Tata Chemicals Limited | Tata Chemicals Ltd
name_variant_between_exchanges,INE151A01013,Tata Communications Limited | Tata Communications Ltd
name_variant_between_exchanges,INE192A01025,TATA CONSUMER PRODUCTS LIMITED | Tata Consumer Products Ltd
name_variant_between_exchanges,INE670A01012,Tata Elxsi Limited | Tata Elxsi Ltd
name_variant_between_exchanges,INE672A01026,Tata Investment Corporation Limited | Tata Investment Corporation Ltd
name_variant_between_exchanges,INE245A01021,Tata Power Company Limited | Tata Power Company Ltd
name_variant_between_exchanges,INE081A01020,Tata Steel Limited | Tata Steel Ltd
name_variant_between_exchanges,INE142M01025,Tata Technologies Limited | Tata Technologies Ltd
name_variant_between_exchanges,INE0GK401011,Tatva Chintan Pharma Chem Limited | Tatva Chintan Pharma Chem Ltd
name_variant_between_exchanges,INE673O01025,TBO TEK Ltd | TBO Tek Limited
name_variant_between_exchanges,INE760L01018,Tribhovandas Bhimji Zaveri Limited | Tribhovandas Bhimji Zaveri Ltd
name_variant_between_exchanges,INE887D01024,TCC Concept Limited | TCC Concept Ltd
name_variant_between_exchanges,INE688A01022,Transport Corporation of India Limited | Transport Corporation of India Ltd
name_variant_between_exchanges,INE586V01016,TCI Express Limited | TCI Express Ltd
name_variant_between_exchanges,INE911B01018,TCI Finance Limited | TCI Finance Ltd
name_variant_between_exchanges,INE822C01015,TCPL Packaging Limited | TCPL Packaging Ltd
name_variant_between_exchanges,INE467B01029,Tata Consultancy Services Limited | Tata Consultancy Services Ltd
name_variant_between_exchanges,INE419M01035,TD Power Systems Limited | TD Power Systems Ltd
name_variant_between_exchanges,INE289C01025,Team India Guaranty Limited | Team India Guaranty Ltd
name_variant_between_exchanges,INE985S01024,TeamLease Services Ltd | Teamlease Services Limited
name_variant_between_exchanges,INE669C01036,Tech Mahindra Limited | Tech Mahindra Ltd
name_variant_between_exchanges,INE1D0W01018,Technocraft Ventures Limited | Technocraft Ventures Ltd
name_variant_between_exchanges,INE285K01026,Techno Electric & Engineering Company Limited | Techno Electric & Engineering Company Ltd
name_variant_between_exchanges,INE314H01012,TechNVision Ventures Limited | TechNVision Ventures Ltd
name_variant_between_exchanges,INE014B01011,TECIL Chemicals and Hydro Power Limited | Tecil Chemicals & Hydro Power Ltd
name_variant_between_exchanges,INE011K01018,Tega Industries Limited | Tega Industries Ltd
name_variant_between_exchanges,INE010J01012,Tejas Networks Limited | Tejas Networks Ltd
name_variant_between_exchanges,INE1KZI01025,Tempsens Instruments (India) Limited | Tempsens Instruments (India) Ltd
name_variant_between_exchanges,INE19RI01016,Tenneco Clean Air India Limited | Tenneco Clean Air India Ltd
name_variant_between_exchanges,INE390D01011,Terai Tea Company Limited | Terai Tea Company Ltd
name_variant_between_exchanges,INE482B01010,Tera Software Limited | Tera Software Ltd
name_variant_between_exchanges,INE435C01024,Texmaco Infrastructure & Holdings Limited | Texmaco Infrastructure & Holdings Ltd
name_variant_between_exchanges,INE141K01013,Texmo Pipes and Products Limited | Texmo Pipes and Products Ltd
name_variant_between_exchanges,INE621L01012,Texmaco Rail & Engineering Limited | Texmaco Rail & Engineering Ltd
name_variant_between_exchanges,INE305A01023,Tourism Finance Corporation of India Limited | Tourism Finance Corporation of India Ltd
name_variant_between_exchanges,INE804H01012,Transwarranty Finance Limited | Transwarranty Finance Ltd
name_variant_between_exchanges,INE797H01018,TGB Banquets And Hotels Limited | TGB Banquets and Hotels Ltd
name_variant_between_exchanges,INE284B01028,TGV Sraac Limited | TGV Sraac Ltd
name_variant_between_exchanges,INE077P01034,Thacker & Company Limited | Thacker & Company Ltd
name_variant_between_exchanges,INE403F01017,Thakkers Developers Limited | Thakkers Developers Ltd
name_variant_between_exchanges,INE085J01014,Thangamayil Jewellery Limited | Thangamayil Jewellery Ltd
name_variant_between_exchanges,INE924D01017,The Investment Trust Of India Limited | The Investment Trust Of India Ltd
name_variant_between_exchanges,INE0AQ201015,Leela Palaces Hotels & Resorts Limited | Leela Palaces Hotels & Resorts Ltd
name_variant_between_exchanges,INE083B01024,Themis Medicare Limited | Themis Medicare Ltd
name_variant_between_exchanges,INE152A01029,Thermax Limited | Thermax Ltd
name_variant_between_exchanges,INE332A01027,Thomas Cook  (India)  Limited | Thomas Cook (India) Ltd
name_variant_between_exchanges,INE480M01011,Thomas Scott (India) Limited | Thomas Scott (India) Ltd
name_variant_between_exchanges,INE594H01019,Thyrocare Technologies Limited | Thyrocare Technologies Ltd
name_variant_between_exchanges,INE133E01013,Tilaknagar Industries Limited | Tilaknagar Industries Ltd
name_variant_between_exchanges,INE388G01026,Twamev Construction And Infrastructure Ltd | Twamev Construction and Infrastructure Limited
name_variant_between_exchanges,INE906O01029,Tiger Logistics (India) Limited | Tiger Logistics (India) Ltd
name_variant_between_exchanges,INE545H01011,Technocraft Industries (India) Limited | Technocraft Industries (India) Ltd
name_variant_between_exchanges,INE974X01010,Tube Investments of India Limited | Tube Investments of India Ltd
name_variant_between_exchanges,INE440L01017,Tijaria Polypipes Limited | Tijaria Polypipes Ltd
name_variant_between_exchanges,INE806C01018,TIL Limited | TIL Ltd
name_variant_between_exchanges,INE508G01029,Time Technoplast Limited | Time Technoplast Ltd
name_variant_between_exchanges,INE064A01026,Timex Group India Limited | Timex Group India Ltd
name_variant_between_exchanges,INE325A01013,Timken India Limited | Timken India Ltd
name_variant_between_exchanges,INE015C01016,Tinna Rubber and Infrastructure Limited | Tinna Rubber and Infrastructure Ltd
name_variant_between_exchanges,INE0LQS01015,Tips Films Limited | Tips Films Ltd
name_variant_between_exchanges,INE716B01029,Tips Music Limited | Tips Music Ltd
name_variant_between_exchanges,INE338A01024,Thirumalai Chemicals Limited | Thirumalai Chemicals Ltd
name_variant_between_exchanges,INE615H01020,TITAGARH RAIL SYSTEMS LIMITED | Titagarh Rail Systems Ltd
name_variant_between_exchanges,INE280A01028,Titan Company Limited | Titan Company Ltd
name_variant_between_exchanges,INE668A01016,Tamilnad Mercantile Bank Limited | Tamilnad Mercantile Bank Ltd
name_variant_between_exchanges,INE1TAE01010,Tata Motors Limited | Tata Motors Ltd
name_variant_between_exchanges,INE155A01022,Tata Motors Passenger Vehicles Limited | Tata Motors Passenger Vehicles Ltd
name_variant_between_exchanges,INE148A01019,Tamilnadu PetroProducts Limited | Tamilnadu Petroproducts Ltd
name_variant_between_exchanges,INE107A01015,Tamil Nadu Newsprint & Papers Limited | Tamil Nadu Newsprint & Papers Ltd
name_variant_between_exchanges,INE141D01018,Tamilnadu Telecommunication Limited | Tamilnadu Telecommunications Ltd
name_variant_between_exchanges,INE932C01012,Tokyo Plast International Limited | Tokyo Plast International Ltd
name_variant_between_exchanges,INE0RWQ01014,Tolins Tyres Limited | Tolins Tyres Ltd
name_variant_between_exchanges,INE685A01028,Torrent Pharmaceuticals Limited | Torrent Pharmaceuticals Ltd
name_variant_between_exchanges,INE813H01021,Torrent Power Limited | Torrent Power Ltd
name_variant_between_exchanges,INE457P01020,Toyam Sports Limited | Toyam Sports Ltd
name_variant_between_exchanges,INE065J01024,Teamo Productions HQ Limited | Teamo Productions HQ Ltd
name_variant_between_exchanges,INE413G01022,TPL Plastech Limited | TPL Plastech Ltd
name_variant_between_exchanges,INE0HMF01019,Tracxn Technologies Limited | Tracxn Technologies Ltd
name_variant_between_exchanges,INE330E01023,Transcorp International Limited | Transcorp International Ltd
name_variant_between_exchanges,INE687A01016,Transpek Industry Limited | Transpek Industry Ltd
name_variant_between_exchanges,INE454P01035,Transrail Lighting Limited | Transrail Lighting Ltd
name_variant_between_exchanges,INE757B01015,TRANSWORLD SHIPPING LINES LIMITED | Transworld Shipping Lines Ltd
name_variant_between_exchanges,INE103V01028,Travel Food Services Limited | Travel Food Services Ltd
name_variant_between_exchanges,INE040M01013,Tree House Education & Accessories Limited | Tree House Education & Accessories Ltd
name_variant_between_exchanges,INE00CA01015,TREJHARA SOLUTIONS LIMITED | Trejhara Solutions Ltd
name_variant_between_exchanges,INE0O3901029,Transindia Real Estate Limited | Transindia Real Estate Ltd
name_variant_between_exchanges,INE849A01020,Trent Limited | Trent Ltd
name_variant_between_exchanges,INE391D01019,TRF Limited | TRF Ltd
name_variant_between_exchanges,INE064C01022,Trident Limited | Trident Ltd
name_variant_between_exchanges,INE948A01012,Trigyn Technologies Limited | Trigyn Technologies Ltd
name_variant_between_exchanges,INE440G01017,Triton Valves Limited | Triton Valves Ltd
name_variant_between_exchanges,INE152M01016,Triveni Turbine Limited | Triveni Turbine Ltd
name_variant_between_exchanges,INE256C01024,Triveni Engineering & Industries Limited | Triveni Engineering & Industries Ltd
name_variant_between_exchanges,INE615R01029,TruCap Finance Limited | TruCap Finance Ltd
name_variant_between_exchanges,INE0MWH01014,TruAlt Bioenergy Limited | Trualt Bioenergy Ltd
name_variant_between_exchanges,INE910C01018,TTK Healthcare Limited | TTK Healthcare Ltd
name_variant_between_exchanges,INE690A01028,TTK Prestige Limited | TTK Prestige Ltd
name_variant_between_exchanges,INE592B01024,T T Limited | T T Ltd
name_variant_between_exchanges,INE517B01013,Tata Teleservices (Maharashtra) Limited | Tata Teleservices (Maharashtra) Ltd
name_variant_between_exchanges,INE0OC301013,Turtlemint Fintech Solutions Limited | Turtlemint Fintech Solutions Ltd
name_variant_between_exchanges,INE400A01014,Tuticorin Alkali Chemicals & Fertilizers Limited | Tuticorin Alkali Chemicals And Fertilizers Ltd
name_variant_between_exchanges,INE236G01019,TVS Electronics Limited | TVS Electronics Ltd
name_variant_between_exchanges,INE105A01035,TVS Holdings Limited | TVS Holdings Ltd
name_variant_between_exchanges,INE494B01023,TVS Motor Company Limited | TVS Motor Company Ltd
name_variant_between_exchanges,INE395N01027,TVS Supply Chain Solutions Limited | TVS Supply Chain Solutions Ltd
name_variant_between_exchanges,INE421C01016,TVS Srichakra Limited | TVS Srichakra Ltd
name_variant_between_exchanges,INE038F01029,TV Today Network Limited | TV Today Network Ltd
name_variant_between_exchanges,INE871L01013,TV Vision Limited | TV Vision Ltd
name_variant_between_exchanges,INE686F01025,United Breweries Limited | United Breweries Ltd
name_variant_between_exchanges,INE139B01016,UCAL LIMITED | Ucal  Ltd
name_variant_between_exchanges,INE551B01012,Uday Jewellery Industries Limited | Uday Jewellery Industries Ltd
name_variant_between_exchanges,INE851I01011,Updater Services Limited | Updater Services Ltd
name_variant_between_exchanges,INE899L01030,Ujaas Energy Limited | Ujaas Energy Ltd
name_variant_between_exchanges,INE382M01027,United Foodbrands Limited | United Foodbrands Ltd
name_variant_between_exchanges,INE516A01017,UFLEX Limited | Uflex Ltd
name_variant_between_exchanges,INE527H01019,UFO Moviez India Limited | UFO Moviez India Ltd
name_variant_between_exchanges,INE071E01023,The Ugar Sugar Works Limited | Ugar Sugar Works Ltd
name_variant_between_exchanges,INE583D01011,Ugro Capital Limited | Ugro Capital Ltd
name_variant_between_exchanges,INE551W01018,Ujjivan Small Finance Bank Limited | Ujjivan Small Finance Bank Ltd
name_variant_between_exchanges,INE481G01011,UltraTech Cement Limited | UltraTech Cement Ltd
name_variant_between_exchanges,INE405A01021,Ultramarine & Pigments Limited | Ultramarine & Pigments Ltd
name_variant_between_exchanges,INE0GIU01018,Uma Exports Limited | Uma Exports Ltd
name_variant_between_exchanges,INE240C01028,Usha Martin Education & Solutions Limited | Usha Martin Education & Solutions Ltd
name_variant_between_exchanges,INE398B01018,UMIYA BUILDCON LIMITED | Umiya Buildcon Ltd
name_variant_between_exchanges,INE351A01035,Unichem Laboratories Limited | Unichem Laboratories Ltd
name_variant_between_exchanges,INE961D01019,United Drilling Tools Limited | United Drilling Tools Ltd
name_variant_between_exchanges,INE00U401027,Unicommerce Esolutions Limited | Unicommerce Esolutions Ltd
name_variant_between_exchanges,INE037A01022,Uniphos Enterprises Limited | Uniphos Enterprises Ltd
name_variant_between_exchanges,INE0U3I01011,Unimech Aerospace and Manufacturing Limited | Unimech Aerospace and Manufacturing Ltd
name_variant_between_exchanges,INE244O01017,Uniparts India Limited | Uniparts India Ltd
name_variant_between_exchanges,INE854D01024,United Spirits Limited | United Spirits Ltd
name_variant_between_exchanges,INE694A01020,Unitech Limited | Unitech Ltd
name_variant_between_exchanges,INE368U01029,United Polyfab Gujarat Limited | United Polyfab Gujarat Ltd
name_variant_between_exchanges,INE279A01012,Universal Cables Limited | Universal Cables Ltd
name_variant_between_exchanges,INE03V001013,Universus Photo Imagings Limited | Universus Photo Imagings Ltd
name_variant_between_exchanges,INE405E01023,UNO Minda Limited | UNO Minda Ltd
name_variant_between_exchanges,INE726E01014,U P Hotels Limited | UP Hotels Ltd
name_variant_between_exchanges,INE628A01036,UPL Limited | UPL Ltd
name_variant_between_exchanges,INE568Z01015,Uravi Defence and Technology Limited | Uravi Defence and Technology Ltd
name_variant_between_exchanges,INE0CAZ01013,Urban Company Limited | Urban Company Ltd
name_variant_between_exchanges,INE550C01020,Urja Global Limited | Urja Global Ltd
name_variant_between_exchanges,INE228A01035,Usha Martin Limited | Usha Martin Ltd
name_variant_between_exchanges,INE0N0Y01013,Udayshivakumar Infra Limited | Udayshivakumar Infra Ltd
name_variant_between_exchanges,INE094J01016,UTI Asset Management Company Limited | UTI Asset Management Company Ltd
name_variant_between_exchanges,INE735W01017,Utkarsh Small Finance Bank Limited | Utkarsh Small Finance Bank Ltd
name_variant_between_exchanges,INE12UR01024,Fujiyama Power Systems Limited | Fujiyama Power Systems Ltd
name_variant_between_exchanges,INE786F01031,Uttam Sugar Mills Limited | Uttam Sugar Mills Ltd
name_variant_between_exchanges,INE152C01025,U. Y. Fincorp Limited | U. Y. Fincorp Ltd
name_variant_between_exchanges,INE945H01021,V2 Retail Limited | V2 Retail Ltd
name_variant_between_exchanges,INE694D01016,Vadilal Industries Limited | Vadilal Industries Ltd
name_variant_between_exchanges,INE693D01018,Vadilal Enterprises Limited | Vadilal Enterprises Ltd
name_variant_between_exchanges,INE884A01027,Vaibhav Global Limited | Vaibhav Global Ltd
name_variant_between_exchanges,INE051B01021,Vakrangee Limited | Vakrangee Ltd
name_variant_between_exchanges,INE0JWS01017,Valiant Laboratories Limited | Valiant Laboratories Ltd
name_variant_between_exchanges,INE565V01010,Valiant Organics Limited | Valiant Organics Ltd
name_variant_between_exchanges,INE1CDF01017,Vedanta Aluminium Metal Limited | Vedanta Aluminium Metal Ltd
name_variant_between_exchanges,INE835A01029,Vardhman Polytex Limited | Vardhman Polytex Ltd
name_variant_between_exchanges,INE665L01035,Varroc Engineering Limited | Varroc Engineering Ltd
name_variant_between_exchanges,INE893I01013,Vascon Engineers Limited | Vascon Engineers Ltd
name_variant_between_exchanges,INE574G01013,Shri Vasuprada Plantations Limited | Shri Vasuprada Plantations Ltd
name_variant_between_exchanges,INE590L01019,Vaswani Industries Limited | Vaswani Industries Ltd
name_variant_between_exchanges,INE200M01039,Varun Beverages Limited | Varun Beverages Ltd
name_variant_between_exchanges,INE359B01010,VEDAVAAG Systems Limited | VEDAVAAG Systems Ltd
name_variant_between_exchanges,INE205A01025,Vedanta Limited | Vedanta Ltd
name_variant_between_exchanges,INE694L01019,Vedanta Power Limited | Vedanta Power Ltd
name_variant_between_exchanges,INE484C01030,Veedol Corporation Limited | Veedol Corporation Ltd
name_variant_between_exchanges,INE232E01013,Veljan Denison Limited | Veljan Denison Ltd
name_variant_between_exchanges,INE398A01010,Venky's (India) Limited | Venkys (India) Ltd
name_variant_between_exchanges,INE781S01027,Ventive Hospitality Limited | Ventive Hospitality Ltd
name_variant_between_exchanges,INE0JA001018,Venus Pipes & Tubes Limited | Venus Pipes & Tubes Ltd
name_variant_between_exchanges,INE411B01019,Venus Remedies Limited | Venus Remedies Ltd
name_variant_between_exchanges,INE0IQ001011,Veranda Learning Solutions Limited | Veranda Learning Solutions Ltd
name_variant_between_exchanges,INE386A01023,Vesuvius India Limited | Vesuvius India Ltd
name_variant_between_exchanges,INE918N01018,Veto Switchgears And Cables Limited | Veto Switchgears and Cables Ltd
name_variant_between_exchanges,INE761Q01015,Vibrant Global Capital Limited | Vibrant Global Capital Ltd
name_variant_between_exchanges,INE273D01027,VARVEE GLOBAL LIMITED | Varvee Global Ltd
name_variant_between_exchanges,INE951I01027,V-Guard Industries Limited | V-Guard Industries Ltd
name_variant_between_exchanges,INE701A01023,Vardhman Holdings Limited | Vardhman Holdings Ltd
