kind,identifier,detail
differing_names_same_isin,INE2J8701016,SKF India (Industrial) Limited | SKF India (Industrial) Ltd
differing_names_same_isin,INE439E01022,Skipper Limited | Skipper Ltd
differing_names_same_isin,INE411D01023,SKM Egg Products Export (India) Limited | SKM Egg Products Export (India) Ltd
differing_names_same_isin,INE01IU01018,SKY GOLD AND DIAMONDS LIMITED | Sky Gold And Diamonds Ltd
differing_names_same_isin,INE0PX301025,Skyways Air Services Limited | Skyways Air Services Ltd
differing_names_same_isin,INE178C01020,Smartlink Holdings Limited | Smartlink Holdings Ltd
differing_names_same_isin,INE0NAZ01010,Smartworks Coworking Spaces Limited | Smartworks Coworking Spaces Ltd
differing_names_same_isin,INE103C01036,SMC Global Securities Limited | SMC Global Securities Ltd
differing_names_same_isin,INE294B01019,SML Mahindra Limited | SML Mahindra Ltd
differing_names_same_isin,INE017W01010,Sarthak Metals Limited | Sarthak Metals Ltd
differing_names_same_isin,INE812G01025,SMS Pharmaceuticals Limited | SMS Pharmaceuticals Ltd
differing_names_same_isin,INE734N01019,Snowman Logistics Limited | Snowman Logistics Ltd
differing_names_same_isin,INE671H01015,Sobha Limited | Sobha Ltd
differing_names_same_isin,INE728Z01015,Softtech Engineers Limited | Softtech Engineers Ltd
differing_names_same_isin,INE624Z01016,Solara Active Pharma Sciences Limited | Solara Active Pharma Sciences Ltd
differing_names_same_isin,INE343H01029,Solar Industries India Limited | Solar Industries India Ltd
differing_names_same_isin,INE0TY101024,Solarworld Energy Solutions Limited | Solarworld Energy Solutions Ltd
differing_names_same_isin,INE880Y01017,Solex Energy Limited | Solex Energy Ltd
differing_names_same_isin,INE355A01028,Somany Ceramics Limited | Somany Ceramics Ltd
differing_names_same_isin,INE314C01013,Soma Textiles & Industries Limited | Soma Textiles & Industries Ltd
differing_names_same_isin,INE323J01019,Somi Conveyor Beltings Limited | Somi Conveyor Beltings Ltd
differing_names_same_isin,INE073K01018,Sona BLW Precision Forgings Limited | Sona BLW Precision Forgings Ltd
differing_names_same_isin,INE321M01017,Sonal Mercantile Limited | Sonal Mercantile Ltd
differing_names_same_isin,INE269A01021,Sonata Software Limited | Sonata Software Ltd
differing_names_same_isin,INE035D01020,Savita Oil Technologies Limited | Savita Oil Technologies Ltd
differing_names_same_isin,INE683A01023,South Indian Bank Ltd | The South Indian Bank Limited
differing_names_same_isin,INE980Y01015,South West Pinnacle Exploration Limited | South West Pinnacle Exploration Ltd
differing_names_same_isin,INE212I01016,S. P. Apparels Limited | S.P. Apparels Ltd
differing_names_same_isin,INE572J01011,Spandana Sphoorty Financial Limited | Spandana Sphoorty Financial Ltd
differing_names_same_isin,INE232I01014,Sun Pharma Advanced Research Company Limited | Sun Pharma Advanced Research Company Ltd
differing_names_same_isin,INE247M01014,Speciality Restaurants Limited | Speciality Restaurants Ltd
differing_names_same_isin,INE01EO01010,Spectrum Electrical Industries Limited | Spectrum Electrical Industries Ltd
differing_names_same_isin,INE252A01019,SPEL Semiconductor Limited | SPEL Semiconductor Ltd
differing_names_same_isin,INE020801028,Spencer's Retail Limited | Spencers Retail Ltd
differing_names_same_isin,INE147A01011,Southern Petrochemicals Industries Corporation  Limited | Southern Petrochemicals Industries Corporation Ltd
differing_names_same_isin,INE978G01016,SPL Industries Limited | SPL Industries Ltd
differing_names_same_isin,INE663A01033,Supreme Petrochem Limited | Supreme Petrochem Ltd
differing_names_same_isin,INE937A01023,SPML Infra Limited | SPML Infra Ltd
differing_names_same_isin,INE885H01029,Sportking India Limited | Sportking India Ltd
differing_names_same_isin,INE01NE01012,Shankar Lal Rampal Dye-Chem Limited | Shankar Lal Rampal Dye-Chem Ltd
differing_names_same_isin,INE099F01013,Sreeleathers Limited | Sreeleathers Ltd
differing_names_same_isin,INE647A01010,SRF Limited | SRF Ltd
differing_names_same_isin,INE559N01010,SRG Housing Finance Limited | SRG Housing Finance Ltd
differing_names_same_isin,INE917H01012,Sree Rayalaseema Hi-Strength Hypo Limited | Sree Rayalaseema Hi-Strength Hypo Ltd
differing_names_same_isin,INE009C01019,Sri KPR Industries Limited | Sri KPR Industries Ltd
differing_names_same_isin,INE0R6Z01013,SRM Contractors Limited | SRM Contractors Ltd
differing_names_same_isin,INE19GK01015,Shree Ram Twistex Limited | Shree Ram Twistex Ltd
differing_names_same_isin,INE0PQ101010,Saraswati Saree Depot Limited | Saraswati Saree Depot Ltd
differing_names_same_isin,INE802C01033,Steel Strips Wheels Limited | Steel Strips Wheels Ltd
differing_names_same_isin,INE0RYC01010,Stallion India Fluorochemicals Limited | Stallion India Fluorochemicals Ltd
differing_names_same_isin,INE01A001028,Stanley Lifestyles Limited | Stanley Lifestyles Ltd
differing_names_same_isin,INE939A01011,Strides Pharma Science Limited | Strides Pharma Science Ltd
differing_names_same_isin,INE460H01021,Star Cement Limited | Star Cement Ltd
differing_names_same_isin,INE575P01011,Star Health and Allied Insurance Company Limited | Star Health and Allied Insurance Company Ltd
differing_names_same_isin,INE733A01018,Star Paper Mills Limited | Star Paper Mills Ltd
differing_names_same_isin,INE992I01013,Starteck Finance Limited | Starteck Finance Ltd
differing_names_same_isin,INE655A01013,State Trading Corporation of India Ltd | The State Trading Corporation of India Limited
differing_names_same_isin,INE124E01038,Steelcast Limited | Steelcast Ltd
differing_names_same_isin,INE503B01021,STEEL EXCHANGE INDIA LIMITED | Steel Exchange India Ltd
differing_names_same_isin,INE577L01016,STEL Holdings Ltd | Stel Holdings Limited
differing_names_same_isin,INE334A01023,Sterling Tools Limited | Sterling Tools Ltd
differing_names_same_isin,INE1VXE01018,STL Networks Limited | STL Networks Ltd
differing_names_same_isin,INE205F01016,Steel Strips Infrastructures Limited | Steel Strips Infrastructures Ltd
differing_names_same_isin,INE089C01029,Sterlite Technologies Limited | Sterlite Technologies Ltd
differing_names_same_isin,INE00IN01015,Stove Kraft Limited | Stove Kraft Ltd
differing_names_same_isin,INE00Q601028,Studds Accessories Limited | Studds Accessories Ltd
differing_names_same_isin,INE04VU01023,Seshaasai Technologies Limited | Seshaasai Technologies Ltd
differing_names_same_isin,INE239C01020,Stylam Industries Limited | Stylam Industries Ltd
differing_names_same_isin,INE01FR01028,Baazar Style Retail Limited | Baazar Style Retail Ltd
differing_names_same_isin,INE189B01011,Styrenix Performance Materials Limited | Styrenix Performance Materials Ltd
differing_names_same_isin,INE754A01055,Subex Limited | Subex Ltd
differing_names_same_isin,INE287B01021,Subros Limited | Subros Ltd
differing_names_same_isin,INE492A01029,Sudarshan Colorants India Limited | Sudarshan Colorants India Ltd
differing_names_same_isin,INE659A01023,Sudarshan Chemical Industries Limited | Sudarshan Chemical Industries Ltd
differing_names_same_isin,INE0QPI01025,Sudeep Pharma Limited | Sudeep Pharma Ltd
differing_names_same_isin,INE450E01029,Sukhjit Starch & Chemicals Limited | Sukhjit Starch & Chemicals Ltd
differing_names_same_isin,INE142Q01026,Sula Vineyards Limited | Sula Vineyards Ltd
differing_names_same_isin,INE886B01012,Sumedha Fiscal Services Limited | Sumedha Fiscal Services Ltd
differing_names_same_isin,INE235C01036,Sumeet Industries Limited | Sumeet Industries Ltd
differing_names_same_isin,INE258G01013,Sumitomo Chemical India Limited | Sumitomo Chemical India Ltd
differing_names_same_isin,INE519C01017,Summit Securities Limited | Summit Securities Ltd
differing_names_same_isin,INE0Q3R01026,Sundaram Clayton Limited | Sundaram-Clayton Ltd
differing_names_same_isin,INE108E01023,Sundaram Multi Pap Limited | Sundaram Multi Pap Ltd
differing_names_same_isin,INE660A01013,Sundaram Finance Limited | Sundaram Finance Ltd
differing_names_same_isin,INE073D01013,Sundaram Brake Linings Limited | Sundaram Brake Linings Ltd
differing_names_same_isin,INE387A01021,Sundram Fasteners Limited | Sundram Fasteners Ltd
differing_names_same_isin,INE209A01019,Sundrop Brands Limited | Sundrop Brands Ltd
differing_names_same_isin,INE947A01014,Sunflag Iron & Steel Company Ltd | Sunflag Iron And Steel Company Limited
differing_names_same_isin,INE671C01016,Sunil Healthcare Limited | Sunil Healthcare Ltd
differing_names_same_isin,INE044A01036,Sun Pharmaceutical Industries Limited | Sun Pharmaceutical Industries Ltd
differing_names_same_isin,INE671K01027,Sunrakshakk Industries India Limited | Sunrakshakk Industries India Ltd
differing_names_same_isin,INE199E01014,Sunshield Chemicals Limited | Sunshield Chemicals Ltd
differing_names_same_isin,INE1B3O01011,Sunshine Pictures Limited | Sunshine Pictures Ltd
differing_names_same_isin,INE805D01034,Sunteck Realty Limited | Sunteck Realty Ltd
differing_names_same_isin,INE424H01027,Sun TV Network Limited | Sun TV Network Ltd
differing_names_same_isin,INE712B01010,Superhouse Limited | Superhouse Ltd
differing_names_same_isin,INE662A01027,Super Spinning Mills Limited | Super Spinning Mills Ltd
differing_names_same_isin,INE399C01030,Suprajit Engineering Limited | Suprajit Engineering Ltd
differing_names_same_isin,INE822E01011,Supreme Holdings & Hospitality (India) Limited | Supreme Holdings & Hospitality (India) Ltd
differing_names_same_isin,INE195A01028,Supreme Industries Limited | Supreme Industries Ltd
differing_names_same_isin,INE550H01011,Supreme Infrastructure India Limited | Supreme Infrastructure India Ltd
differing_names_same_isin,INE07RO01027,Supriya Lifescience Limited | Supriya Lifescience Ltd
differing_names_same_isin,INE460D01038,Super Tannery Limited | Super Tannery Ltd
differing_names_same_isin,INE843S01025,Suraj Estate Developers Limited | Suraj Estate Developers Ltd
differing_names_same_isin,INE713C01016,Suraj Limited | Suraj Ltd
differing_names_same_isin,INE877V01027,Suraksha Diagnostic Limited | Suraksha Diagnostic Ltd
differing_names_same_isin,INE272L01022,Surana Solar Limited | Surana Solar Ltd
differing_names_same_isin,INE130B01031,Surana Telecom and Power Limited | Surana Telecom and Power Ltd
differing_names_same_isin,INE132C01027,Suryalata Spinning Mills Limited | Suryalata Spinning Mills Ltd
differing_names_same_isin,INE713B01026,Suryalakshmi Cotton Mills Limited | Suryalakshmi Cotton Mills Ltd
differing_names_same_isin,INE335A01020,Surya Roshni Limited | Surya Roshni Ltd
differing_names_same_isin,INE428Q01011,Suryoday Small Finance Bank Limited | Suryoday Small Finance Bank Ltd
differing_names_same_isin,INE645H01027,Sutlej Textiles and Industries Limited | Sutlej Textiles and Industries Ltd
differing_names_same_isin,INE495B01038,Suven Life Sciences Limited | Suven Life Sciences Ltd
differing_names_same_isin,INE018401013,Suvidhaa Infoserve Limited | Suvidhaa Infoserve Ltd
differing_names_same_isin,INE442P01014,Suyog Telematics Limited | Suyog Telematics Ltd
differing_names_same_isin,INE040H01021,Suzlon Energy Limited | Suzlon Energy Ltd
differing_names_same_isin,INE159L01013,S V Global Mill Limited | S V Global Mill Ltd
differing_names_same_isin,INE308E01029,SVP GLOBAL TEXTILES LIMITED | SVP Global Textiles Ltd
differing_names_same_isin,INE665A01038,SWAN CORP LIMITED | Swan Corp Ltd
differing_names_same_isin,INE542F01020,Swan Defence And Heavy Industries Ltd | Swan Defence and Heavy Industries Limited
differing_names_same_isin,INE0GMR01016,Swaraj Suiting Limited | Swaraj Suiting Ltd
differing_names_same_isin,INE277A01016,Swaraj Engines Limited | Swaraj Engines Ltd
differing_names_same_isin,INE967A01012,Swarnsarita Jewels India Limited | Swarnsarita Jewels India Ltd
differing_names_same_isin,INE409B01013,Swelect Energy Systems Limited | Swelect Energy Systems Ltd
differing_names_same_isin,INE00H001014,Swiggy Limited | Swiggy Ltd
differing_names_same_isin,INE010C01025,Swiss Military Consumer Goods Limited | Swiss Military Consumer Goods Ltd
differing_names_same_isin,INE00M201021,Sterling and Wilson Renewable Energy Limited | Sterling and Wilson Renewable Energy Ltd
differing_names_same_isin,INE899I01028,Symbiotec Pharmalab Limited | Symbiotec Pharmalab Ltd
differing_names_same_isin,INE225D01027,Symphony Limited | Symphony Ltd
differing_names_same_isin,INE312C01025,Syncom Formulations (India) Limited | Syncom Formulations India Ltd
differing_names_same_isin,INE398R01022,Syngene International Limited | Syngene International Ltd
differing_names_same_isin,INE0DYJ01015,Syrma SGS Technology Limited | Syrma SGS Technology Ltd
differing_names_same_isin,INE356B01024,Systematix Corporate Services Limited | Systematix Corporate Services Ltd
differing_names_same_isin,INE524T01011,TAAL Tech Ltd | Taal Tech Limited
differing_names_same_isin,INE123C01018,Tainwala Chemical and Plastic (I) Limited | Tainwala Chemicals and Plastics (India) Ltd
differing_names_same_isin,INE586B01026,Taj GVK Hotels & Resorts Limited | Taj Gvk Hotels & Resorts Ltd
differing_names_same_isin,INE142I01023,TAKE Limited | Take Ltd
differing_names_same_isin,INE187D01029,Talbros Automotive Components Limited | Talbros Automotive Components Ltd
differing_names_same_isin,INE864J01012,Tamboli Industries Limited | Tamboli Industries Ltd
differing_names_same_isin,INE692C01020,Taneja Aerospace & Aviation Limited | Taneja Aerospace & Aviation Ltd
differing_names_same_isin,INE483C01032,Tanla Platforms Limited | Tanla Platforms Ltd
differing_names_same_isin,INE747K01017,Tarapur Transformers Limited | Tarapur Transformers Ltd
differing_names_same_isin,INE0EK901012,TARC Limited | Tarc Ltd
differing_names_same_isin,INE763I01026,Transformers And Rectifiers (India) Limited | Transformers and Rectifiers (India) Ltd
differing_names_same_isin,INE924H01018,Tarmat Limited | Tarmat Ltd
differing_names_same_isin,INE144Z01023,Tarsons Products Limited | Tarsons Products Ltd
differing_names_same_isin,INE488B01017,Tasty Bite Eatables Limited | Tasty Bite Eatables Ltd
differing_names_same_isin,INE976I01016,Tata Capital Limited | Tata Capital Ltd
differing_names_same_isin,INE092A01019,Tata Chemicals Limited | Tata Chemicals Ltd
differing_names_same_isin,INE151A01013,Tata Communications Limited | Tata Communications Ltd
differing_names_same_isin,INE192A01025,TATA CONSUMER PRODUCTS LIMITED | Tata Consumer Products Ltd
differing_names_same_isin,INE670A01012,Tata Elxsi Limited | Tata Elxsi Ltd
differing_names_same_isin,INE672A01026,Tata Investment Corporation Limited | Tata Investment Corporation Ltd
differing_names_same_isin,INE245A01021,Tata Power Company Limited | Tata Power Company Ltd
differing_names_same_isin,INE081A01020,Tata Steel Limited | Tata Steel Ltd
differing_names_same_isin,INE142M01025,Tata Technologies Limited | Tata Technologies Ltd
differing_names_same_isin,INE0GK401011,Tatva Chintan Pharma Chem Limited | Tatva Chintan Pharma Chem Ltd
differing_names_same_isin,INE673O01025,TBO TEK Ltd | TBO Tek Limited
differing_names_same_isin,INE760L01018,Tribhovandas Bhimji Zaveri Limited | Tribhovandas Bhimji Zaveri Ltd
differing_names_same_isin,INE887D01024,TCC Concept Limited | TCC Concept Ltd
differing_names_same_isin,INE688A01022,Transport Corporation of India Limited | Transport Corporation of India Ltd
differing_names_same_isin,INE586V01016,TCI Express Limited | TCI Express Ltd
differing_names_same_isin,INE911B01018,TCI Finance Limited | TCI Finance Ltd
differing_names_same_isin,INE822C01015,TCPL Packaging Limited | TCPL Packaging Ltd
differing_names_same_isin,INE467B01029,Tata Consultancy Services Limited | Tata Consultancy Services Ltd
differing_names_same_isin,INE419M01035,TD Power Systems Limited | TD Power Systems Ltd
differing_names_same_isin,INE289C01025,Team India Guaranty Limited | Team India Guaranty Ltd
differing_names_same_isin,INE985S01024,TeamLease Services Ltd | Teamlease Services Limited
differing_names_same_isin,INE669C01036,Tech Mahindra Limited | Tech Mahindra Ltd
differing_names_same_isin,INE1D0W01018,Technocraft Ventures Limited | Technocraft Ventures Ltd
differing_names_same_isin,INE285K01026,Techno Electric & Engineering Company Limited | Techno Electric & Engineering Company Ltd
differing_names_same_isin,INE314H01012,TechNVision Ventures Limited | TechNVision Ventures Ltd
differing_names_same_isin,INE014B01011,TECIL Chemicals and Hydro Power Limited | Tecil Chemicals & Hydro Power Ltd
differing_names_same_isin,INE011K01018,Tega Industries Limited | Tega Industries Ltd
differing_names_same_isin,INE010J01012,Tejas Networks Limited | Tejas Networks Ltd
differing_names_same_isin,INE1KZI01025,Tempsens Instruments (India) Limited | Tempsens Instruments (India) Ltd
differing_names_same_isin,INE19RI01016,Tenneco Clean Air India Limited | Tenneco Clean Air India Ltd
differing_names_same_isin,INE390D01011,Terai Tea Company Limited | Terai Tea Company Ltd
differing_names_same_isin,INE482B01010,Tera Software Limited | Tera Software Ltd
differing_names_same_isin,INE435C01024,Texmaco Infrastructure & Holdings Limited | Texmaco Infrastructure & Holdings Ltd
differing_names_same_isin,INE141K01013,Texmo Pipes and Products Limited | Texmo Pipes and Products Ltd
differing_names_same_isin,INE621L01012,Texmaco Rail & Engineering Limited | Texmaco Rail & Engineering Ltd
differing_names_same_isin,INE305A01023,Tourism Finance Corporation of India Limited | Tourism Finance Corporation of India Ltd
differing_names_same_isin,INE804H01012,Transwarranty Finance Limited | Transwarranty Finance Ltd
differing_names_same_isin,INE797H01018,TGB Banquets And Hotels Limited | TGB Banquets and Hotels Ltd
differing_names_same_isin,INE284B01028,TGV Sraac Limited | TGV Sraac Ltd
differing_names_same_isin,INE077P01034,Thacker & Company Limited | Thacker & Company Ltd
differing_names_same_isin,INE403F01017,Thakkers Developers Limited | Thakkers Developers Ltd
differing_names_same_isin,INE085J01014,Thangamayil Jewellery Limited | Thangamayil Jewellery Ltd
differing_names_same_isin,INE924D01017,The Investment Trust Of India Limited | The Investment Trust Of India Ltd
differing_names_same_isin,INE0AQ201015,Leela Palaces Hotels & Resorts Limited | Leela Palaces Hotels & Resorts Ltd
differing_names_same_isin,INE083B01024,Themis Medicare Limited | Themis Medicare Ltd
differing_names_same_isin,INE152A01029,Thermax Limited | Thermax Ltd
differing_names_same_isin,INE332A01027,Thomas Cook  (India)  Limited | Thomas Cook (India) Ltd
differing_names_same_isin,INE480M01011,Thomas Scott (India) Limited | Thomas Scott (India) Ltd
differing_names_same_isin,INE594H01019,Thyrocare Technologies Limited | Thyrocare Technologies Ltd
differing_names_same_isin,INE133E01013,Tilaknagar Industries Limited | Tilaknagar Industries Ltd
differing_names_same_isin,INE388G01026,Twamev Construction And Infrastructure Ltd | Twamev Construction and Infrastructure Limited
differing_names_same_isin,INE906O01029,Tiger Logistics (India) Limited | Tiger Logistics (India) Ltd
differing_names_same_isin,INE545H01011,Technocraft Industries (India) Limited | Technocraft Industries (India) Ltd
differing_names_same_isin,INE974X01010,Tube Investments of India Limited | Tube Investments of India Ltd
differing_names_same_isin,INE440L01017,Tijaria Polypipes Limited | Tijaria Polypipes Ltd
differing_names_same_isin,INE806C01018,TIL Limited | TIL Ltd
differing_names_same_isin,INE508G01029,Time Technoplast Limited | Time Technoplast Ltd
differing_names_same_isin,INE064A01026,Timex Group India Limited | Timex Group India Ltd
differing_names_same_isin,INE325A01013,Timken India Limited | Timken India Ltd
differing_names_same_isin,INE015C01016,Tinna Rubber and Infrastructure Limited | Tinna Rubber and Infrastructure Ltd
differing_names_same_isin,INE0LQS01015,Tips Films Limited | Tips Films Ltd
differing_names_same_isin,INE716B01029,Tips Music Limited | Tips Music Ltd
differing_names_same_isin,INE338A01024,Thirumalai Chemicals Limited | Thirumalai Chemicals Ltd
differing_names_same_isin,INE615H01020,TITAGARH RAIL SYSTEMS LIMITED | Titagarh Rail Systems Ltd
differing_names_same_isin,INE280A01028,Titan Company Limited | Titan Company Ltd
differing_names_same_isin,INE668A01016,Tamilnad Mercantile Bank Limited | Tamilnad Mercantile Bank Ltd
differing_names_same_isin,INE1TAE01010,Tata Motors Limited | Tata Motors Ltd
differing_names_same_isin,INE155A01022,Tata Motors Passenger Vehicles Limited | Tata Motors Passenger Vehicles Ltd
differing_names_same_isin,INE148A01019,Tamilnadu PetroProducts Limited | Tamilnadu Petroproducts Ltd
differing_names_same_isin,INE107A01015,Tamil Nadu Newsprint & Papers Limited | Tamil Nadu Newsprint & Papers Ltd
differing_names_same_isin,INE141D01018,Tamilnadu Telecommunication Limited | Tamilnadu Telecommunications Ltd
differing_names_same_isin,INE932C01012,Tokyo Plast International Limited | Tokyo Plast International Ltd
differing_names_same_isin,INE0RWQ01014,Tolins Tyres Limited | Tolins Tyres Ltd
differing_names_same_isin,INE685A01028,Torrent Pharmaceuticals Limited | Torrent Pharmaceuticals Ltd
differing_names_same_isin,INE813H01021,Torrent Power Limited | Torrent Power Ltd
differing_names_same_isin,INE457P01020,Toyam Sports Limited | Toyam Sports Ltd
differing_names_same_isin,INE065J01024,Teamo Productions HQ Limited | Teamo Productions HQ Ltd
differing_names_same_isin,INE413G01022,TPL Plastech Limited | TPL Plastech Ltd
differing_names_same_isin,INE0HMF01019,Tracxn Technologies Limited | Tracxn Technologies Ltd
differing_names_same_isin,INE330E01023,Transcorp International Limited | Transcorp International Ltd
differing_names_same_isin,INE687A01016,Transpek Industry Limited | Transpek Industry Ltd
differing_names_same_isin,INE454P01035,Transrail Lighting Limited | Transrail Lighting Ltd
differing_names_same_isin,INE757B01015,TRANSWORLD SHIPPING LINES LIMITED | Transworld Shipping Lines Ltd
differing_names_same_isin,INE103V01028,Travel Food Services Limited | Travel Food Services Ltd
differing_names_same_isin,INE040M01013,Tree House Education & Accessories Limited | Tree House Education & Accessories Ltd
differing_names_same_isin,INE00CA01015,TREJHARA SOLUTIONS LIMITED | Trejhara Solutions Ltd
differing_names_same_isin,INE0O3901029,Transindia Real Estate Limited | Transindia Real Estate Ltd
differing_names_same_isin,INE849A01020,Trent Limited | Trent Ltd
differing_names_same_isin,INE391D01019,TRF Limited | TRF Ltd
differing_names_same_isin,INE064C01022,Trident Limited | Trident Ltd
differing_names_same_isin,INE948A01012,Trigyn Technologies Limited | Trigyn Technologies Ltd
differing_names_same_isin,INE440G01017,Triton Valves Limited | Triton Valves Ltd
differing_names_same_isin,INE152M01016,Triveni Turbine Limited | Triveni Turbine Ltd
differing_names_same_isin,INE256C01024,Triveni Engineering & Industries Limited | Triveni Engineering & Industries Ltd
differing_names_same_isin,INE615R01029,TruCap Finance Limited | TruCap Finance Ltd
differing_names_same_isin,INE0MWH01014,TruAlt Bioenergy Limited | Trualt Bioenergy Ltd
differing_names_same_isin,INE910C01018,TTK Healthcare Limited | TTK Healthcare Ltd
differing_names_same_isin,INE690A01028,TTK Prestige Limited | TTK Prestige Ltd
differing_names_same_isin,INE592B01024,T T Limited | T T Ltd
differing_names_same_isin,INE517B01013,Tata Teleservices (Maharashtra) Limited | Tata Teleservices (Maharashtra) Ltd
differing_names_same_isin,INE0OC301013,Turtlemint Fintech Solutions Limited | Turtlemint Fintech Solutions Ltd
differing_names_same_isin,INE400A01014,Tuticorin Alkali Chemicals & Fertilizers Limited | Tuticorin Alkali Chemicals And Fertilizers Ltd
differing_names_same_isin,INE236G01019,TVS Electronics Limited | TVS Electronics Ltd
differing_names_same_isin,INE105A01035,TVS Holdings Limited | TVS Holdings Ltd
differing_names_same_isin,INE494B01023,TVS Motor Company Limited | TVS Motor Company Ltd
differing_names_same_isin,INE395N01027,TVS Supply Chain Solutions Limited | TVS Supply Chain Solutions Ltd
differing_names_same_isin,INE421C01016,TVS Srichakra Limited | TVS Srichakra Ltd
differing_names_same_isin,INE038F01029,TV Today Network Limited | TV Today Network Ltd
differing_names_same_isin,INE871L01013,TV Vision Limited | TV Vision Ltd
differing_names_same_isin,INE686F01025,United Breweries Limited | United Breweries Ltd
differing_names_same_isin,INE139B01016,UCAL LIMITED | Ucal  Ltd
differing_names_same_isin,INE551B01012,Uday Jewellery Industries Limited | Uday Jewellery Industries Ltd
differing_names_same_isin,INE851I01011,Updater Services Limited | Updater Services Ltd
differing_names_same_isin,INE899L01030,Ujaas Energy Limited | Ujaas Energy Ltd
differing_names_same_isin,INE382M01027,United Foodbrands Limited | United Foodbrands Ltd
differing_names_same_isin,INE516A01017,UFLEX Limited | Uflex Ltd
differing_names_same_isin,INE527H01019,UFO Moviez India Limited | UFO Moviez India Ltd
differing_names_same_isin,INE071E01023,The Ugar Sugar Works Limited | Ugar Sugar Works Ltd
differing_names_same_isin,INE583D01011,Ugro Capital Limited | Ugro Capital Ltd
differing_names_same_isin,INE551W01018,Ujjivan Small Finance Bank Limited | Ujjivan Small Finance Bank Ltd
differing_names_same_isin,INE481G01011,UltraTech Cement Limited | UltraTech Cement Ltd
differing_names_same_isin,INE405A01021,Ultramarine & Pigments Limited | Ultramarine & Pigments Ltd
differing_names_same_isin,INE0GIU01018,Uma Exports Limited | Uma Exports Ltd
differing_names_same_isin,INE240C01028,Usha Martin Education & Solutions Limited | Usha Martin Education & Solutions Ltd
differing_names_same_isin,INE398B01018,UMIYA BUILDCON LIMITED | Umiya Buildcon Ltd
differing_names_same_isin,INE351A01035,Unichem Laboratories Limited | Unichem Laboratories Ltd
differing_names_same_isin,INE961D01019,United Drilling Tools Limited | United Drilling Tools Ltd
differing_names_same_isin,INE00U401027,Unicommerce Esolutions Limited | Unicommerce Esolutions Ltd
differing_names_same_isin,INE037A01022,Uniphos Enterprises Limited | Uniphos Enterprises Ltd
differing_names_same_isin,INE0U3I01011,Unimech Aerospace and Manufacturing Limited | Unimech Aerospace and Manufacturing Ltd
differing_names_same_isin,INE244O01017,Uniparts India Limited | Uniparts India Ltd
differing_names_same_isin,INE854D01024,United Spirits Limited | United Spirits Ltd
differing_names_same_isin,INE694A01020,Unitech Limited | Unitech Ltd
differing_names_same_isin,INE368U01029,United Polyfab Gujarat Limited | United Polyfab Gujarat Ltd
differing_names_same_isin,INE279A01012,Universal Cables Limited | Universal Cables Ltd
differing_names_same_isin,INE03V001013,Universus Photo Imagings Limited | Universus Photo Imagings Ltd
differing_names_same_isin,INE405E01023,UNO Minda Limited | UNO Minda Ltd
differing_names_same_isin,INE726E01014,U P Hotels Limited | UP Hotels Ltd
differing_names_same_isin,INE628A01036,UPL Limited | UPL Ltd
differing_names_same_isin,INE568Z01015,Uravi Defence and Technology Limited | Uravi Defence and Technology Ltd
differing_names_same_isin,INE0CAZ01013,Urban Company Limited | Urban Company Ltd
differing_names_same_isin,INE550C01020,Urja Global Limited | Urja Global Ltd
differing_names_same_isin,INE228A01035,Usha Martin Limited | Usha Martin Ltd
differing_names_same_isin,INE0N0Y01013,Udayshivakumar Infra Limited | Udayshivakumar Infra Ltd
differing_names_same_isin,INE094J01016,UTI Asset Management Company Limited | UTI Asset Management Company Ltd
differing_names_same_isin,INE735W01017,Utkarsh Small Finance Bank Limited | Utkarsh Small Finance Bank Ltd
differing_names_same_isin,INE12UR01024,Fujiyama Power Systems Limited | Fujiyama Power Systems Ltd
differing_names_same_isin,INE786F01031,Uttam Sugar Mills Limited | Uttam Sugar Mills Ltd
differing_names_same_isin,INE152C01025,U. Y. Fincorp Limited | U. Y. Fincorp Ltd
differing_names_same_isin,INE945H01021,V2 Retail Limited | V2 Retail Ltd
differing_names_same_isin,INE694D01016,Vadilal Industries Limited | Vadilal Industries Ltd
differing_names_same_isin,INE693D01018,Vadilal Enterprises Limited | Vadilal Enterprises Ltd
differing_names_same_isin,INE884A01027,Vaibhav Global Limited | Vaibhav Global Ltd
differing_names_same_isin,INE051B01021,Vakrangee Limited | Vakrangee Ltd
differing_names_same_isin,INE0JWS01017,Valiant Laboratories Limited | Valiant Laboratories Ltd
differing_names_same_isin,INE565V01010,Valiant Organics Limited | Valiant Organics Ltd
differing_names_same_isin,INE1CDF01017,Vedanta Aluminium Metal Limited | Vedanta Aluminium Metal Ltd
differing_names_same_isin,INE835A01029,Vardhman Polytex Limited | Vardhman Polytex Ltd
differing_names_same_isin,INE665L01035,Varroc Engineering Limited | Varroc Engineering Ltd
differing_names_same_isin,INE893I01013,Vascon Engineers Limited | Vascon Engineers Ltd
differing_names_same_isin,INE574G01013,Shri Vasuprada Plantations Limited | Shri Vasuprada Plantations Ltd
differing_names_same_isin,INE590L01019,Vaswani Industries Limited | Vaswani Industries Ltd
differing_names_same_isin,INE200M01039,Varun Beverages Limited | Varun Beverages Ltd
differing_names_same_isin,INE359B01010,VEDAVAAG Systems Limited | VEDAVAAG Systems Ltd
differing_names_same_isin,INE205A01025,Vedanta Limited | Vedanta Ltd
